category,name,guid,nickname,description,type,library
Sets,Sift Pattern,3249222f-f536-467a-89f4-f0353fba455a,Sift,Sift elements in a list using a repeating index pattern.,MathComponents.ArrayComponents.Component_SiftPattern,Math Components
Sets,Simplify Tree,1303da7b-e339-4e65-a051-82c4dce8224d,Simplify,Simplify a data tree by removing the overlap shared amongst all branches.,Grasshopper.Kernel.Components.GH_SimplifyTreeComponent,Grasshopper
Sets,Sort List,6f93d366-919f-4dda-a35e-ba03dd62799b,Sort,Sort a list of numeric keys.,MathComponents.ArrayComponents.Component_SortList,Math Components
Sets,Sort Text,cec16c67-7b8b-41f7-a5a5-f675177e524b,TSort,Sort a collection of text fragments,MathComponents.StringComponents.Component_SortString,Math Components
Sets,Split List,9ab93e1a-ebdf-4090-9296-b000cff7b202,Split,Split a list into separate parts.,MathComponents.ArrayComponents.Component_SplitList,Math Components
Sets,Split Tree,d8b1e7ac-cd31-4748-b262-e07e53068afc,Split,Split a data tree into two parts using path masks.,Grasshopper.Kernel.Components.GH_TreeSplitComponent,Grasshopper
Sets,Stack Data,5fa4e736-0d82-4af0-97fb-30a79f4cbf41,Stack,Duplicate individual items in a list of data,MathComponents.ArrayComponents.Component_StackData,Math Components
Sets,Stream Filter,eeafc956-268e-461d-8e73-ee05c6f72c01,Filter,Filters a collection of input streams,Grasshopper.Kernel.Components.GH_StreamFilterComponent,Grasshopper
Sets,Stream Gate,71fcc052-6add-4d70-8d97-cfb37ea9d169,Gate,Redirects a stream into specific outputs.,Grasshopper.Kernel.Components.GH_StreamGateComponent,Grasshopper
Sets,Sub List,b333ff42-93bd-406b-8e17-15780719b6ec,SubSet,Extract a subset from a list.,MathComponents.ArrayComponents.Component_SubList,Math Components
Sets,SubSet,4cfc0bb0-0745-4772-a520-39f9bf3d99bc,SubSet,Test two sets for inclusion.,MathComponents.SetComponents.Component_IsSubset,Math Components
Sets,Text Case,b1991128-8bf1-4dea-8497-4b7188a64e9d,Case,Change the CaSiNg of a piece of text,MathComponents.StringComponents.Component_Casing,Math Components
Sets,Text Distance,f7608c4d-836c-4adf-9d1f-3b04e6a2647d,TDist,Compute the Levenshtein distance between two fragments of text.,MathComponents.StringComponents.Component_TextDistance,Math Components
Sets,Text Fragment,07e0811f-034a-4504-bca0-2d03b2c46217,Fragment,Extract a fragment (subset) of some text,MathComponents.StringComponents.Component_Fragment,Math Components
Sets,Text Join,1274d51a-81e6-4ccf-ad1f-0edf4c769cac,Join,Join a collection of text fragments into one,MathComponents.StringComponents.Component_TextJoin,Math Components
Sets,Text Length,dca05f6f-e3d9-42e3-b3bb-eb20363fb335,Len,Get the length (character count) of some text,MathComponents.StringComponents.Component_TextLength,Math Components
Sets,Text On Surface,28504f1f-a8d9-40c8-b8aa-529413456258,TextSrf,Create a collection of textual symbols aligned on a surface.,FieldComponents.TextOnSurfaceComponent,Field Components
Sets,Text Split,04887d01-504c-480e-b2a2-01ea19cc5922,Split,Split some text into fragments using separators,MathComponents.StringComponents.Component_TextSplit,Math Components
Sets,Text Trim,e4cb7168-5e32-4c54-b425-5a31c6fd685a,Trim,Remove whitespace characters from the start and end of some text.,MathComponents.StringComponents.Component_TextTrim,Math Components
Sets,Tree Branch,3a710c1e-1809-4e19-8c15-82adce31cd62,Branch,Retrieve a specific branch from a data tree.,MathComponents.ArrayComponents.Component_TreeBranch,Math Components
Sets,Tree Item,c1ec65a3-bda4-4fad-87d0-edf86ed9d81c,Item,Retrieve a specific item from a data tree.,MathComponents.ArrayComponents.Component_TreeItem,Math Components
Sets,Tree Statistics,99bee19d-588c-41a0-b9b9-1d00fb03ea1a,TStat,Get some statistics regarding a data tree.,MathComponents.ArrayComponents.Component_TreeStatistics,Math Components
Sets,Trim Tree,1177d6ee-3993-4226-9558-52b7fd63e1e3,Trim,Reduce the complexity of a tree by merging the outermost branches.,Grasshopper.Kernel.Components.GH_TrimTreeComponent,Grasshopper
Sets,Unflatten Tree,b8e2aa8f-8830-4ee1-bb59-613ea279c281,Unflatten,Unflatten a data tree by moving items back into branches.,Grasshopper.Kernel.Components.GH_UnflattenTreeComponent,Grasshopper
Sets,Weave,50faccbd-9c92-4175-a5fa-d65e36013db6,Weave,Weave a set of input data using a custom pattern.,MathComponents.ArrayComponents.Component_Weave,Math Components
Surface,4Point Surface,c77a8b3b-c569-4d81-9b59-1c27299a1c45,Srf4Pt,Create a surface connecting three or four corner points.,SurfaceComponents.SurfaceComponents.Component_4PointSurface,Surface Components
Surface,Area,86b28a7e-94d9-4791-8306-e13e10d5f8d5,Area,"Solve area properties for breps, meshes and planar closed curves.",SurfaceComponents.AnalysisComponents.Component_AreaProperties,Surface Components
Surface,Area Moments,1eb7b856-ec7d-40b6-a76c-f216a11df37c,AMoments,"Solve area moments for breps, meshes and planar closed curves.",SurfaceComponents.AnalysisComponents.Component_AreaMoments,Surface Components
Surface,Boundary Surfaces,d51e9b65-aa4e-4fd6-976c-cef35d421d05,Boundary,Create planar surfaces from a collection of boundary edge curves.,SurfaceComponents.SurfaceComponents.Component_BoundarySurfaces,Surface Components
Surface,Bounding Box,0bb3d234-9097-45db-9998-621639c87d3b,BBox,Solve oriented geometry bounding boxes.,SurfaceComponents.PrimitiveComponents.Component_BoundingBox,Surface Components
Surface,Box 2Pt,2a43ef96-8f87-4892-8b94-237a47e8d3cf,Box,Create a box defined by two points.,SurfaceComponents.PrimitiveComponents.Component_Box2Points,Surface Components
Surface,Box Corners,a10e8cdf-7c7a-4aac-aa70-ddb7010ab231,Box Corners,Extract all 8 corners of a box.,SurfaceComponents.AnalysisComponents.Component_BoxCorners,Surface Components
Surface,Box Properties,af9cdb9d-9617-4827-bb3c-9efd88c76a70,BoxProp,Get some properties of a box,SurfaceComponents.AnalysisComponents.Component_BoxProperties,Surface Components
Surface,Box Rectangle,d0a56c9e-2483-45e7-ab98-a450b97f1bc0,BoxRec,Create a box defined by a rectangle and a height.,SurfaceComponents.PrimitiveComponents.Component_BoxRectangle,Surface Components
Surface,Brep Closest Point,4beead95-8aa2-4613-8bb9-24758a0f5c4c,Brep CP,Find the closest point on a brep,SurfaceComponents.AnalysisComponents.Component_BRepClosestPoint,Surface Components
Surface,Brep Edges,0148a65d-6f42-414a-9db7-9a9b2eb78437,Edges,Extract the edge curves of a brep.,SurfaceComponents.AnalysisComponents.Component_BRepEdges,Surface Components
Surface,Brep Join,1addcc85-b04e-46e6-bd4a-6f6c93bf7efd,Join,Join a number of Breps together,SurfaceComponents.SurfaceComponents.Component_BrepJoin,Surface Components
Surface,Brep Topology,866ee39d-9ebf-4e1d-b209-324c56825605,Topology,Get and display the topology of a brep.,SurfaceComponents.AnalysisComponents.Component_BRepTopology,Surface Components
Surface,Brep Wireframe,ac750e41-2450-4f98-9658-98fef97b01b2,Wires,Extract the wireframe curves of a brep.,SurfaceComponents.AnalysisComponents.Component_BRepWireframe,Surface Components
Surface,Cap Holes,b648d933-ddea-4e75-834c-8f6f3793e311,Cap,Cap all planar holes in a Brep.,SurfaceComponents.SurfaceComponents.Component_CapPlanarHoles,Surface Components
Surface,Cap Holes Ex,f6409a9c-3d2a-4b14-9f2c-e3c3f2cb72f8,CapEx,Cap as many holes as possible in a Brep.,SurfaceComponents.SurfaceComponents.Component_CapHoles,Surface Components
Surface,Center Box,28061aae-04fb-4cb5-ac45-16f3b66bc0a4,Box,Create a box centered on a plane.,SurfaceComponents.PrimitiveComponents.Component_CenterBox,Surface Components
Surface,Closed Edges,70905be1-e22f-4fa8-b9ae-e119d417904f,EdgesCls,Select closed edges.,FilletEdgeComponents.EdgesByClosednessComponent,Curve Components
Surface,Cone,03e331ed-c4d1-4a23-afa2-f57b87d2043c,Cone,Create a conical surface,SurfaceComponents.PrimitiveComponents.Component_Cone,Surface Components
Surface,Control Point Loft,5c270622-ee80-45a4-b07a-bd8ffede92a2,CPLoft,Create a loft through curve control points.,CurveComponents.Component_ControlPointLoft,Curve Components
Surface,Convex Edges,8248da39-0729-4e04-8395-267b3259bc2f,EdgesCvx,Select concave or convex brep edges.,FilletEdgeComponents.EdgesByConcavityComponent,Curve Components
Surface,Copy Trim,5d192b90-1ae3-4439-bbde-b05976fc4ac3,Trim,Copy UV trim data from one surface to another.,SurfaceComponents.SurfaceComponents.Component_CopyTrims,Surface Components
Surface,Cylinder,0373008a-80ee-45be-887d-ab5a244afc29,Cyl,Create a cylindrical surface.,SurfaceComponents.PrimitiveComponents.Component_Cylinder,Surface Components
Surface,Deconstruct Box,db7d83b1-2898-4ef9-9be5-4e94b4e2048d,DeBox,Deconstruct a box into its constituent parts.,SurfaceComponents.AnalysisComponents.Component_DeconstructBox,Surface Components
Surface,Deconstruct Brep,8d372bdc-9800-45e9-8a26-6e33c5253e21,DeBrep,Deconstruct a brep into its constituent parts.,SurfaceComponents.AnalysisComponents.Component_DeconstructBrep,Surface Components
Surface,Dimensions,f241e42e-8983-4ed3-b869-621c07630b00,Dim,Get the approximate dimensions of a surface,SurfaceComponents.AnalysisComponents.Component_SurfaceDimensions,Surface Components
Surface,Divide Surface,5106bafc-d5d4-4983-83e7-7be3ed07f502,SDivide,Generate a grid of {uv} points on a surface.,VectorComponents.DivisionComponents.Component_DivideSurface,Vector Components
Surface,Domain Box,79aa7f47-397c-4d3f-9761-aaf421bb7f5f,Box,Create a box defined by a base plane and size domains.,SurfaceComponents.PrimitiveComponents.Component_IntervalBox,Surface Components
Surface,Edge Surface,36132830-e2ef-4476-8ea1-6a43922344f0,EdgeSrf,"Create a surface from two, three or four edge curves.",SurfaceComponents.SurfaceComponents.Component_EdgeSurface,Surface Components
Surface,Edges from Directions,64ff9813-8fe8-4708-ac9f-61b825213e83,EdgesDir,Select brep edges based on edge direction,FilletEdgeComponents.EdgesByDirectionComponent,Curve Components
Surface,Edges from Faces,71e99dbb-2d79-4f02-a8a6-e87a09d54f47,EdgesFaces,Select all brep edges that delineate certain faces,FilletEdgeComponents.EdgesFromFacesComponent,Curve Components
Surface,Edges from Length,ff187e6a-84bc-4bb9-a572-b39006a0576d,EdgesLen,Select brep edges based on length,FilletEdgeComponents.EdgesByLengthComponent,Curve Components
Surface,Edges from Linearity,e4ff8101-73c9-4802-8c5d-704d8721b909,EdgesLin,Select brep edges based on linearity,FilletEdgeComponents.EdgesByLinearityComponent,Curve Components
Surface,Edges from Points,73269f6a-9645-4638-8d5e-88064dd289bd,EdgesPt,Select brep edges based on point coincidence,FilletEdgeComponents.EdgesByPointsComponent,Curve Components
Surface,Evaluate Box,13b40e9c-3aed-4669-b2e8-60bd02091421,Box,Evaluate a box in normalised {UVW} space.,SurfaceComponents.AnalysisComponents.Component_EvaluateBox,Surface Components
Surface,Evaluate Surface,353b206e-bde5-4f02-a913-b3b8a977d4b9,EvalSrf,Evaluate local surface properties at a {uv} coordinate.,SurfaceComponents.AnalysisComponents.Component_EvaluateSurface,Surface Components
Surface,Extrude,962034e9-cc27-4394-afc4-5c16e3447cf9,Extr,"Extrude points, curves and surfaces along a vector.",SurfaceComponents.SurfaceComponents.Component_Extrude,Surface Components
Surface,Extrude Along,38a5638b-6d01-4417-bf11-976d925f8a71,ExtrCrv,Extrude curves and surfaces along a curve.,SurfaceComponents.SurfaceComponents.Component_ExtrudeAlongCurve,Surface Components
Surface,Extrude Angled,ae57e09b-a1e4-4d05-8491-abd232213bc9,ExtrAng,Extrude a planar polyline at angles,FilletEdgeComponents.CutEdgesExtrusionComponent,Curve Components
Surface,Extrude Linear,8efd5eb9-a896-486e-9f98-d8d1a07a49f3,Extrude,Extrude curves and surfaces along a straight path.,SurfaceComponents.SurfaceComponents.Component_ExtrudeLinear,Surface Components
Surface,Extrude Point,be6636b2-2f1a-4d42-897b-fdef429b6f17,Extr,Extrude curves and surfaces to a point.,SurfaceComponents.SurfaceComponents.Component_ExtrudeToPoint,Surface Components
Surface,Fillet Edge,4b87eb13-f87c-4ff1-ae0e-6c9f1f2aecbd,FilEdge,Fillet some edges of a brep.,FilletEdgeComponents.FilletEdgeComponent,Curve Components
Surface,Fit Loft,342aa574-1327-4bc2-8daf-203da2a45676,FitLoft,Create a loft fitted through a set of curves.,CurveComponents.Component_FitLoft,Curve Components
Surface,Flip,c3d1f2b8-8596-4e8d-8861-c28ba8ffb4f4,Flip,Flip the normals of a surface based on local or remote geometry,SurfaceComponents.SurfaceComponents.Component_FlipSurface,Surface Components
Surface,Fragment Patch,cb56b26c-2595-4d03-bdb2-eb2e6aeba82d,FPatch,Create a fragmented patch from a polyline boundary,SurfaceComponents.SurfaceComponents.Component_FragmentPatch,Surface Components
Surface,Is Planar,d4bc9653-c770-4bee-a31d-d120cbb75b39,Planar,Test whether a surface is planar,SurfaceComponents.AnalysisComponents.Component_SurfaceIsPlanar,Surface Components
Surface,Isotrim,6a9ccaab-1b03-484e-bbda-be9c81584a66,SubSrf,Extract an isoparametric subset of a surface.,SurfaceComponents.SurfaceComponents.Component_IsoTrim,Surface Components
Surface,Loft,a7a41d0a-2188-4f7a-82cc-1a2c4e4ec850,Loft,Create a lofted surface through a set of section curves.,SurfaceComponents.SurfaceComponents.Component_LoftSurface,Surface Components
Surface,Loft Options,45f19d16-1c9f-4b0f-a9a6-45a77f3d206c,Loft Opt,Create loft options from atomic inputs,SurfaceComponents.SurfaceComponents.Component_LoftOptions,Surface Components
Surface,Loft Options,a8da9901-f5fb-49ec-9cd1-dfa7b788263e,Loft,Contains a collection of lofting options,SurfaceComponents.SurfaceComponents.Param_LoftOptions,Surface Components
Surface,Merge Faces,d6b43673-55dd-4e2f-95c4-6c69a14513a6,FMerge,Merge all adjacent co-planar faces in a brep,SurfaceComponents.SurfaceComponents.Component_MergeCoPlanarFaces,Surface Components
Surface,Mesh from SubD,c0b3c6e9-d05d-4c51-a0df-1ce2678c7a33,MeshSubD,Get the approximation mesh of a SubD.,SubDComponents.MeshFromSubDComponent,Transform Components
Surface,MultiPipe,4bfe1bf6-fbc9-4ad2-bf28-a7402e1392ee,MP,Create a branching pipe around a network of lines/curves,Kangaroo2Component.UtilityComponents.MultiPipeNew,Kangaroo2 Components
Surface,MultiPipe,f1b75016-5818-4ece-be56-065253a2357d,MP,Create a branching pipe around a network of lines/curves,Kangaroo2Component.UtilityComponents.MultiPipeOld,Kangaroo2 Components
Surface,Network Surface,71506fa8-9bf0-432d-b897-b2e0c5ac316c,NetSurf,Create a surface from curve networks,SurfaceComponents.SurfaceComponents.Component_NetworkSurface,Surface Components
Surface,Offset Surface,b25c5762-f90e-4839-9fc5-74b74ab42b1e,Offset,Offset a surface by a fixed amount.,SurfaceComponents.SurfaceComponents.Component_OffsetSurface,Surface Components
Surface,Offset Surface Loose,e7e43403-f913-4d83-8aff-5b1c7a7f9fbc,Offset (L),Offset a surface by moving the control points.,SurfaceComponents.SurfaceComponents.Component_OffsetSurfaceLoose,Surface Components
Surface,Osculating Circles,b799b7c0-76df-4bdb-b3cc-401b1d021aa5,Osc,Calculate the principal osculating circles of a surface at a {uv} coordinate.,SurfaceComponents.AnalysisComponents.Component_SurfaceOsculatingCircles,Surface Components
Surface,Patch,57b2184c-8931-4e70-9220-612ec5b3809a,Patch,Create a patch surface,SurfaceComponents.SurfaceComponents.Component_Patch,Surface Components
Surface,Pipe,c277f778-6fdf-4890-8f78-347efb23c406,Pipe,Create a pipe surface around a rail curve.,SurfaceComponents.SurfaceComponents.Component_PipeSurface,Surface Components
Surface,Pipe Variable,888f9c3c-f1e1-4344-94b0-5ee6a45aee11,VPipe,Create a pipe surface with variable radii around a rail curve.,SurfaceComponents.SurfaceComponents.Component_PipeSurfaceEx,Surface Components
Surface,Plane Surface,439a55a5-2f9e-4f66-9de2-32f24fec2ef5,PlaneSrf,Create a plane surface,SurfaceComponents.PrimitiveComponents.Component_PlaneSurface,Surface Components
Surface,Plane Through Shape,d8698126-0e91-4ae7-ba05-2490258573ea,PxS,Make a rectangular surface that is larger than a given shape.,SurfaceComponents.PrimitiveComponents.Component_PlaneThroughShape,Surface Components
Surface,Point In Brep,e03561f8-0e66-41d3-afde-62049f152443,BrepInc,Test whether a point is inside a closed brep,SurfaceComponents.AnalysisComponents.Component_BrepVolumeInclusion,Surface Components
Surface,Point In Breps,859daa86-3ab7-49cb-9eda-f2811c984070,BrepsInc,Test whether a point is inside a collection of closed breps,SurfaceComponents.AnalysisComponents.Component_BrepVolumeInclusionMultiple,Surface Components
Surface,Point In Trim,f881810b-96de-4668-a95a-f9a6d683e65c,TrimInc,Test whether a {uv} coordinate is inside the trimmed portion of a surface,SurfaceComponents.AnalysisComponents.Component_SurfaceTrimInclusion,Surface Components
Surface,Principal Curvature,404f75ac-5594-4c48-ad8a-7d0f472bbf8a,Curvature,Evaluate the principal curvature of a surface at a {uv} coordinate.,SurfaceComponents.AnalysisComponents.Component_SurfacePrincipalCurvature,Surface Components
Surface,Quad Sphere,361790d6-9d66-4808-8c5a-8de9c218c227,QSph,Create a spherical brep made from quad nurbs patches.,SurfaceComponents.PrimitiveComponents.Component_QuadSphere,Surface Components
Surface,Rail Revolution,d8d68c35-f869-486d-adf3-69ee3cc2d501,RailRev,Create a surface of revolution using a sweep rail.,SurfaceComponents.SurfaceComponents.Component_RevRailSurface,Surface Components
Surface,Retrim,a1da39b7-6387-4522-bf2b-2eaee6b14072,Retrim,Retrim a surface based on 3D trim data from another surface.,SurfaceComponents.SurfaceComponents.Component_ReTrim,Surface Components
Surface,Reverse Surface,847cf05e-e195-4bc7-b472-e05459b9792b,Reverse Srf,"Reverse directions of surface parameterization (U, V, and W)",SurfaceComponents.SurfaceComponents.Component_ReverseSurface,Surface Components
Surface,Revolution,cdee962f-4202-456b-a1b4-f3ed9aa0dc29,RevSrf,Create a surface of revolution.,SurfaceComponents.SurfaceComponents.Component_RevSurface,Surface Components
Surface,Ruled Surface,6e5de495-ba76-42d0-9985-a5c265e9aeca,RuleSrf,Create a surface between two curves.,SurfaceComponents.SurfaceComponents.Component_RuledSurface,Surface Components
Surface,Shape In Brep,2ba64356-be21-4c12-bbd4-ced54f04c8ef,ShapeIn,Tests whether a shape is inside a brep,SurfaceComponents.AnalysisComponents.Component_IsShapeInBrep,Surface Components
Surface,Sphere,dabc854d-f50e-408a-b001-d043c7de151d,Sph,Create a spherical surface.,SurfaceComponents.PrimitiveComponents.Component_Sphere,Surface Components
Surface,Sphere 4Pt,b083c06d-9a71-4f40-b354-1d80bba1e858,Sph4Pt,Create a spherical surface from 4 points.,SurfaceComponents.PrimitiveComponents.Component_Sphere4Pt,Surface Components
Surface,Sphere Fit,e7ffb3af-2d77-4804-a260-755308bf8285,SFit,Fit a sphere to a 3D collection of points,TriangulationComponents.Component_FitSphere,Triangulation Components
Surface,SubD Box,10487e4e-a405-48b5-b188-5a8a6328418b,SubDBox,Create a subdivision box,SubDComponents.SubDBox,Transform Components
Surface,SubD Control Polygon,c1a57c2a-11c5-4f77-851e-0a7dffef848e,SubDPoly,Extract the control polygon from a SubD.,SubDComponents.SubDControlPolygonComponent,Transform Components
Surface,SubD Edge Tags,048b219e-284a-49f2-ae40-a60465b08447,SubDTags,Set the edge tags of a SubD shape.,SubDComponents.SubDEdgeTags,Transform Components
Surface,SubD Edges,2183c4c6-b5b3-45d2-9261-2096c9357f92,SubDEdges,Extract all edge data from a SubD.,SubDComponents.SubDEdges,Transform Components
Surface,SubD Faces,83c81431-17bc-4bff-bb85-be0a846bd044,SubDFaces,Extract all face data from a SubD.,SubDComponents.SubDFaces,Transform Components
Surface,SubD Fuse,264b4aa6-4915-4a67-86a7-22a5c4acf565,Fuse,Combine 2 SubD objects,Kangaroo2Component.UtilityComponents.SubDFuse,Kangaroo2 Components
Surface,SubD Vertex Tags,954a8963-bb2c-4847-9012-69ff34acddd5,SubDVTags,Set the vertex tags of a SubD shape.,SubDComponents.SubDVertexTags,Transform Components
Surface,SubD Vertices,fc8ad805-2cbf-4447-b41b-50c0be591fcd,SubDVerts,Extract all vertex data from a SubD.,SubDComponents.SubDVertices,Transform Components
Surface,SubD from Mesh,855a2c73-31c0-41d2-b061-57d54229d11b,SubDMesh,Create a SubD from a control mesh,SubDComponents.SubDFromMeshComponent,Transform Components
Surface,Sum Surface,5e33c760-adcd-4235-b1dd-05cf72eb7a38,SumSrf,Create a sum surface from two edge curves.,SurfaceComponents.SurfaceComponents.Component_SumSurface,Surface Components
Surface,Surface Closest Point,4a9e9a8e-0943-4438-b360-129c30f2bb0f,Srf CP,Find the closest point on a surface.,SurfaceComponents.AnalysisComponents.Component_SurfaceClosestPoint,Surface Components
Surface,Surface Curvature,4139f3a3-cf93-4fc0-b5e0-18a3acd0b003,Curvature,Evaluate the surface curvature at a {uv} coordinate.,SurfaceComponents.AnalysisComponents.Component_SurfaceCurvature,Surface Components
Surface,Surface Frames,332378f4-acb2-43fe-8593-ed22bfeb2721,SFrames,Generate a grid of {uv} frames on a surface,VectorComponents.DivisionComponents.Component_SurfaceFrames,Vector Components
Surface,Surface From Points,4b04a1e1-cddf-405d-a7db-335aaa940541,SrfGrid,Create a nurbs surface from a grid of points.,SurfaceComponents.SurfaceComponents.Component_PointGridSurface,Surface Components
Surface,Surface Inflection,0efd7f0c-f63d-446d-970e-9fb0e636ea41,SInf,Compute the inflection curves for a surface,SurfaceComponents.AnalysisComponents.Component_SurfaceInflection,Surface Components
Surface,Surface Points,15128198-399d-4d6c-9586-1f65db3ce7bf,SrfPt,Get the control-points of a Nurbs Surface,SurfaceComponents.AnalysisComponents.Component_SurfacePoints,Surface Components
Surface,Sweep1,bb6666e7-d0f4-41ec-a257-df2371619f13,Swp1,Create a sweep surface with one rail curve.,SurfaceComponents.SurfaceComponents.Component_Sweep1,Surface Components
Surface,Sweep2,75164624-395a-4d24-b60b-6bf91cab0194,Swp2,Create a sweep surface with two rail curves.,SurfaceComponents.SurfaceComponents.Component_Sweep2,Surface Components
Surface,Transpose Surface,f0e090d5-7c99-4bce-8830-6a0f1b311e63,Transpose,Transpose surface parameterization (swap U and V),SurfaceComponents.SurfaceComponents.Component_TransposeSurface,Surface Components
Surface,Untrim,fa92858a-a180-4545-ad4d-0dc644b3a2a8,Untrim,Remove all trim curves from a surface.,SurfaceComponents.SurfaceComponents.Component_Untrim,Surface Components
Surface,Volume,7c0523e8-79c9-45a2-8777-cf0d46bc5432,Volume,Solve volume properties for closed breps and meshes.,SurfaceComponents.AnalysisComponents.Component_VolumeProperties,Surface Components
Surface,Volume Moments,2e685fd9-7b8f-461b-b330-44857b099937,VMoments,Solve volume properties for closed breps and meshes.,SurfaceComponents.AnalysisComponents.Component_VolumeMoments,Surface Components
Transform,Bend Deform,539f5564-4fc0-4fc1-a7d3-b802fa2ef072,Bend,Deform a shape by bending it,SquishyXMorphs.Component_BendDeform,Transform Components
Transform,Blend Box,6283fb37-e273-4eb2-8d2a-e347881e3928,BlendBox,Create a twisted box between two surfaces.,SquishyXMorphs.Component_Create2SurfaceBox,Transform Components
Transform,Box Array,9f6f954c-ba7b-4428-bf1e-1768cdff666c,ArrBox,Create a box array of geometry.,MassXForms.Component_ArrayBox,Transform Components
Transform,Box Mapping,8465bcce-9e0a-4cf4-bbda-1a7ce5681e10,BoxMap,Transform geometry from one box into another.,LinearXForms.Component_BoxMapping,Transform Components
Transform,Box Morph,d8940ff0-dd4a-4e74-9361-54df537b50db,Morph,Morph an object into a twisted box.,SquishyXMorphs.Component_BoxMorph,Transform Components
Transform,Camera Obscura,407e35c6-7c40-4652-bd80-fde1eb7ec034,CO,Camera Obscura (point mirror) transformation.,LinearXForms.Component_CameraObscura,Transform Components
Transform,Compound,ca80054a-cde0-4f69-a132-10502b24866d,Comp,Compound two transformations.,LinearXForms.Component_CompoundTransforms,Transform Components
Transform,Curve Array,c6f23658-617f-4ac8-916d-d0d9e7241b25,ArrCurve,Create an array of geometry along a curve.,MassXForms.Component_ArrayCurve,Transform Components
Transform,Flow,c3249da4-3f8e-4400-833e-e4e984d28657,Flow,Re-aligns objects from a base curve to a target curve.,SquishyXMorphs.Flow,Transform Components
Transform,Group,874eebe7-835b-4f4f-9811-97e031c41597,Group,Group a set of objects,Grasshopper.Kernel.Components.GH_GroupGeometryComponent,Grasshopper
Transform,Inverse Transform,51f61166-7202-45aa-9126-3d83055b269e,Inverse,Invert a transformation.,LinearXForms.Component_InverseTransform,Transform Components
Transform,Kaleidoscope,b90eaa92-6e38-4054-a915-afcf486224b3,KScope,Apply a kaleidoscope transformation to an object.,MassXForms.Component_Kaleidoscope,Transform Components
Transform,Linear Array,e87db220-a0a0-4d67-a405-f97fd14b2d7a,ArrLinear,Create a linear array of geometry.,MassXForms.Component_ArrayLinear,Transform Components
Transform,Maelstrom,134a849b-0ff4-4f36-bdd5-95e3996bae8b,Maelstrom,Spirally deforms objects as if they were caught in a whirlpool,SquishyXMorphs.Maelstrom,Transform Components
Transform,Map to Surface,fc5b7d12-7247-4de0-81bc-9b2c2f8f72f6,Map Srf,Map a curve onto a surface via control points.,SurfaceComponents.SurfaceComponents.Component_MapOntoSurface,Surface Components
Transform,Merge Group,15204c6d-bba8-403d-9e8f-6660ab8e0df5,GMerge,Merge two groups,Grasshopper.Kernel.Components.GH_MergeGroupComponent,Grasshopper
Transform,Mirror,f12daa2f-4fd5-48c1-8ac3-5dea476912ca,Mirror,Mirror an object.,LinearXForms.Component_Mirror,Transform Components
Transform,Mirror Curve,9c9f8219-ae88-4d29-ba1b-3433ed713639,Mirror,Mirror a shape in a freeform curve.,SquishyXMorphs.Component_MirrorCurve,Transform Components
Transform,Mirror Surface,6ce1aa3c-626b-4db7-8b5b-bf74c78f8c5e,Mirror,Mirror geometry in a freeform surface.,SquishyXMorphs.Component_MirrorSurface,Transform Components
Transform,MorphToMesh,ed96da17-b5ec-43c5-8141-6772b26857d7,M2M,"Morph geometry from reference polygons to offset cells of a tri,quad or ngon mesh",Kangaroo2Component.UtilityComponents.MorphToMesh,Kangaroo2 Components
Transform,Move,e9eb1dcf-92f6-4d4d-84ae-96222d60f56b,Move,Translate (move) an object along a vector.,LinearXForms.Component_Move,Transform Components
Transform,Move Away From,dd9f597a-4db0-42b1-9cb2-5607ec97db09,MoveAway,Translate (move) an object away from another object.,LinearXForms.Component_MoveAwayFrom,Transform Components
Transform,Move To Plane,4fe87ef8-49e4-4605-9859-87940d62e1de,MoveToPlane,Translate (move) an object onto a plane.,LinearXForms.Component_MoveOntoPlane,Transform Components
Transform,Named Group,19e1c6e9-6823-4c37-a222-db06efbd998b,Group,Group a set of objects under a name,Grasshopper.Kernel.Components.GH_NamedGroupComponent,Grasshopper
Transform,Orient,378d0690-9da0-4dd1-ab16-1d15246e7c22,Orient,Orient an object. Orientation is sometimes called a 'ChangeBasis tranformation'. It allows for remapping of geometry from one axis-system to another.,LinearXForms.Component_Orient,Transform Components
Transform,Orient Direction,1602b2cc-007c-4b79-8926-0067c6184e44,Orient,Orient an object using directional constraints only.,LinearXForms.Component_OrientDir,Transform Components
Transform,Point Deform,4dbd15c7-ebcb-4af6-b3bd-32e80502520c,PDeform,Deform a shape by moving control-points individually,SquishyXMorphs.Component_ControlPointDeform,Transform Components
Transform,Polar Array,fca5ad7e-ecac-401d-a357-edda0a251cbc,ArrPolar,Create a polar array of geometry.,MassXForms.Component_ArrayPolar,Transform Components
Transform,Project,23285717-156c-468f-a691-b242488c06a6,Project,Project an object onto a plane.,LinearXForms.Component_Project,Transform Components
Transform,Project Along,06d7bc4a-ba3e-4445-8ab5-079613b52f28,ProjectA,Project an object onto a plane along a direction.,LinearXForms.Component_ProjectAlong,Transform Components
Transform,Rectangle Mapping,17d40004-489e-42d9-ad10-857f7b436801,RecMap,Transform geometry from one rectangle into another.,LinearXForms.Component_RectangleMapping,Transform Components
